id,type,category,name,translation,file
235,PACENOTE,ADDITIONAL,LATE,Late,lopussa.ogg
236,PACENOTE,ADDITIONAL,EASY,Easy,helppo1.ogg
237,PACENOTE,ADJECTIVES,MUCH,Much,much.ogg
238,PACENOTE,ADJECTIVES,MANY,Many,many.ogg
239,PACENOTE,ADJECTIVES,VERY,Very,very.ogg
240,PACENOTE,ADDITIONAL,HARD,Hard,paha1.ogg
241,PACENOTE,ADJECTIVES,FAST,Fast,fast.ogg
242,PACENOTE,ADJECTIVES,SLOW,Slow,slow.ogg
243,PACENOTE,ADJECTIVES,EXACT,Exact,exact.ogg
245,PACENOTE,ADJECTIVES,DIRECTLY,Directly,directly.ogg
246,PACENOTE,ADJECTIVES,LIGHT,Light,light.ogg
247,PACENOTE,ADJECTIVES,BIG,Big,big.ogg
248,PACENOTE,ADJECTIVES,SMALL,Small,small.ogg
249,PACENOTE,ADDITIONAL,SHARP,Sharp,terava1.ogg
250,PACENOTE,ADDITIONAL,ROUND,Round,pyoree.ogg
251,PACENOTE,ADDITIONAL,TIGHT,Tight,ahdas.ogg
252,PACENOTE,ADJECTIVES,SLIGHT,Slight,slight.ogg
253,PACENOTE,ADJECTIVES,GOOD,Good,good.ogg
254,PACENOTE,ADJECTIVES,BAD,Bad,bad.ogg
257,PACENOTE,ADJECTIVES,STRAIGHT,Straight,straight.ogg
260,PACENOTE,LINE,UPHILL,Up,ylos1.ogg
261,PACENOTE,LINE,DOWNHILL,Down,alas1.ogg
263,PACENOTE,ADDITIONAL,LONGLONG,Very Long,tosi_pitka.ogg
264,PACENOTE,ADDITIONAL,SHORT,Short,lyhyt.ogg
265,PACENOTE,ADDITIONAL,SHORTSHORT,LYHYT LYHYT,shortshort.ogg
266,PACENOTE,LINE,GONARROW,Go Narrow,gonarrow.ogg
267,PACENOTE,LINE,GOWIDE,Go Wide,gowide.ogg
268,PACENOTE,CAUTIONS,SLIPPERY,Slippy,liukas.ogg
271,PACENOTE,LINE,SIDEWAYS,Sideways,sideways.ogg
272,PACENOTE,LINE,HOOK,HOOK,hook.ogg
274,PACENOTE,ADDITIONAL,VERY_LONG,Very Long,tosi_pitka.ogg
275,PACENOTE,ADDITIONAL,VERY_SHORT,TOSI LYHYT,very_short.ogg
277,PACENOTE,CAUTIONS,SLIPPY,Slippy,liukas.ogg
294,PACENOTE,ADJECTIVES,POSITIVE,Positive,positive.ogg
295,PACENOTE,ADJECTIVES,NEGATIVE,Negative,negative.ogg
298,PACENOTE,ADJECTIVES,OPENS,Opens,aukee1.ogg
299,PACENOTE,CAUTIONS,FAKES,Deceptive,hamaa.ogg
300,PACENOTE,OBSTACLES,BUMPS,Bumps,pomppuja1.ogg
301,PACENOTE,CAUTIONS,HIDDEN,HIDDEN,hidden.ogg
302,PACENOTE,CAUTIONS,BLIND,BLIND,blind.ogg
303,PACENOTE,CAUTIONS,DOUBLE_CAUTION,Danger,huomio_huomio.ogg
304,PACENOTE,CAUTIONS,TRIPLE_CAUTION,TRIPLE CAUTION,huomio_huomio.ogg
320,PACENOTE,SURFACE,GRAVEL,Gravel,soralle.ogg
321,PACENOTE,SURFACE,TARMAC,Tarmac,asfaltille.ogg
322,PACENOTE,SURFACE,CONCRETE,Concrete,betonille.ogg
323,PACENOTE,SURFACE,COBBLES,Cobbles,cobbles.ogg
324,PACENOTE,SURFACE,GRIT,Grit,grit.ogg
325,PACENOTE,SURFACE,SNOW,Snow,lumelle.ogg
326,PACENOTE,SURFACE,ONSPLIT,Split,onsplit.ogg
327,PACENOTE,SURFACE,ICY,Icy,icy.ogg
328,PACENOTE,SURFACE,RUBBLE,Rubble,rubble.ogg
329,PACENOTE,SURFACE,ICE,Ice,jaalle.ogg
330,PACENOTE,SURFACE,LOOSE_GRAVEL,Loose Gravel,loose_gravel.ogg
340,PACENOTE,OBSTACLES,CREST,Crest,nyppy.ogg
344,PACENOTE,OBSTACLES,HOLE,Hole,reika1.ogg
345,PACENOTE,CAUTIONS,RUTS,Ruts,urat.ogg
346,PACENOTE,CAUTIONS,DEEPRUTS,DEEP RUTS,urat.ogg
347,PACENOTE,CAUTIONS,BORDER,BORDER,border.ogg
348,PACENOTE,CAUTIONS,EDGE,EDGE,edge.ogg
349,PACENOTE,CAUTIONS,CURB,CURB,curb.ogg
350,PACENOTE,CAUTIONS,DITCH,DITCH,ditch.ogg
351,PACENOTE,LINE,JUNCTION,Junction,risteys1.ogg
354,PACENOTE,CAUTIONS,STEEP_DROP,STEEP DROP,steep_drop.ogg
356,PACENOTE,CAUTIONS,SHOULDER,SHOULDER,shoulder.ogg
357,PACENOTE,CAUTIONS,STEEP_HILL,STEEP HILL,steep_hill.ogg
358,PACENOTE,CAUTIONS,STEEP_INCLINE,STEEP INCLINE,steep_incline.ogg
359,PACENOTE,CAUTIONS,STEEP_SLOPE,STEEP SLOPE,steep_slope.ogg
361,PACENOTE,OBSTACLES,DIP,Dip,notko.ogg
373,PACENOTE,OBSTACLES,TREE,PUU,tree.ogg
374,PACENOTE,OBSTACLES,STUMP,KANTO,stump.ogg
379,PACENOTE,OBSTACLES,STONE,KIVI,stone.ogg
380,PACENOTE,OBSTACLES,ROCK,KIVI,rock.ogg
381,PACENOTE,OBSTACLES,TUNNEL,Tunnel,tunneli.ogg
384,PACENOTE,OBSTACLES,RAILS,Rails,raiteet.ogg
385,PACENOTE,OBSTACLES,SIGN,KYLTTI,sign.ogg
386,PACENOTE,OBSTACLES,BUSH,PUSKA,bush.ogg
388,PACENOTE,OBSTACLES,WATER,VETTÄ,vetta.ogg
389,PACENOTE,OBSTACLES,PUDDLE,LÄTÄKKÖ,vetta.ogg
390,PACENOTE,OBSTACLES,NETTING,VERKKO,netting.ogg
391,PACENOTE,OBSTACLES,TAPE,TEIPPI,tape.ogg
392,PACENOTE,LINE,LEFT_ENTRY_CHICANE,Left Entry Chicane,shikaani_vasemmalta.ogg
393,PACENOTE,LINE,RIGHT_ENTRY_CHICANE,Right Entry Chicane,shikaani_oikeelta.ogg
394,PACENOTE,OBSTACLES,TYRES,RENKAITA,tyres.ogg
395,PACENOTE,OBSTACLES,SPECTATORS,KATSOJIA,spectators.ogg
396,PACENOTE,OBSTACLES,MARSHALLS,JÄRJESTYKSENVALVOJIA,marshalls.ogg
397,PACENOTE,OBSTACLES,BARRELS,TYNNYRIT,barrels.ogg
411,PACENOTE,ADDITIONAL,INSIDE,Inside,sisalla.ogg
412,PACENOTE,ADDITIONAL,OUTSIDE,Outside,ulkona.ogg
430,PACENOTE,LINKS,DONE,Done,done.ogg
431,PACENOTE,LINKS,STOP,Stop,stop.ogg
432,PACENOTE,LINE,LINE,Line,line.ogg
540,PACENOTE,SURFACE,ONTO_GRAVEL,On Gravel,soralle.ogg
541,PACENOTE,SURFACE,ONTO_TARMAC,On Tarmac,asfaltille.ogg
542,PACENOTE,SURFACE,ONTO_CONCRETE,On Concrete,betonille.ogg
543,PACENOTE,SURFACE,ONTO_COBBLES,Onto Cobbles,onto_cobbles.ogg
544,PACENOTE,SURFACE,ONTO_GRIT,Onto Grit,onto_grit.ogg
545,PACENOTE,SURFACE,ONTO_SNOW,On Snow,lumelle.ogg
549,PACENOTE,LINE,HOLD,Hold,pida1.ogg
551,PACENOTE,ADDITIONAL,L_FOOT_BRAKING,Tie,sido.ogg
555,PACENOTE,LINE,TO_SIGHT_DISTANCE,To Sight Distance,to_sight_distance.ogg
556,PACENOTE,LINKS,SPLIT_TIME,Split Time,split_time.ogg
557,PACENOTE,LINE,ENTRY,Entry,entry.ogg
2001,PACENOTE,ADJECTIVES,TIGHTENSTOSIX,Tightens 6,kirraa_kuueks.ogg
2002,PACENOTE,ADJECTIVES,TIGHTENSTOFIVE,Tightens 5,kirraa_viieks.ogg
2003,PACENOTE,ADJECTIVES,TIGHTENSTOFOUR,Tightens 4,kirraa_neljaks.ogg
2004,PACENOTE,ADJECTIVES,TIGHTENSTOTHREE,Tightens 3,kirraa_kolmeks.ogg
2005,PACENOTE,ADJECTIVES,TIGHTENSTOTWO,Tightens 2,kirraa_kaheks.ogg
2006,PACENOTE,ADJECTIVES,TIGHTENSTOONE,Tightens 1,kirraa_yheks.ogg
2007,PACENOTE,ADJECTIVES,TIGHTENSTOACUTE,Tightens HP,kirraa_tiukaks.ogg
2008,PACENOTE,ADJECTIVES,TOSIX,6,_kuueks.ogg
2009,PACENOTE,ADJECTIVES,TOFIVE,5,_viieks.ogg
2010,PACENOTE,ADJECTIVES,TOFOUR,4,_neljaks.ogg
2011,PACENOTE,ADJECTIVES,TOTHREE,3,_kolmeks.ogg
2012,PACENOTE,ADJECTIVES,TOTWO,2,_kaheks.ogg
2013,PACENOTE,ADJECTIVES,TOONE,1,_yheks.ogg
2014,PACENOTE,ADJECTIVES,TOACUTE,HP,_tiukaks.ogg
2015,PACENOTE,ADJECTIVES,TIGHTENSLATE,Tightens Late,kirraa_lopussa.ogg
2016,PACENOTE,LINE,DONTCUTEARLY,Don't Cut Early,ala_alussa.ogg
2017,PACENOTE,LINE,DONTCUTLATE,Don't Cut Late,ala_lopussa.ogg
2018,PACENOTE,ADJECTIVES,OPENSTIGHTENS,Opens Tightens,aukee_kirraa.ogg
2019,PACENOTE,ADJECTIVES,TIGHTENSOPENS,Tightens Opens,kirraa_aukee.ogg
2020,PACENOTE,LINE,ROIKU,Hang,roiku.ogg
2021,PACENOTE,CAUTIONS,CAREIN,Care Inside,varo_sisalla.ogg
2022,PACENOTE,CAUTIONS,CAREOUT,Care Outside,varo_ulkona.ogg
2023,PACENOTE,LINE,HAE,Line,hae1.ogg
2024,PACENOTE,OBSTACLES,TODIP,TODIP,notko.ogg
2029,PACENOTE,OBSTACLES,CONTINUESOVERCREST,Continues Over Crest,jatkuu_yli_nypyn.ogg
2030,PACENOTE,LINKS,IMMEDIATE,Immediate,heti1.ogg
2100,PACENOTE,LINE,VASEMMALTA,Keep Left,vasen_laita.ogg
2101,PACENOTE,LINE,OIKEELTA,Keep Right,oikee_laita.ogg
2102,PACENOTE,ADDITIONAL,DOUBLE,Double,tupla1.ogg
2103,PACENOTE,ADDITIONAL,HALF_LONG,Half Long,puolipitka1.ogg
2105,PACENOTE,LINKS,TO_FINISH,To Finish,maaliin1.ogg
2106,PACENOTE,OBSTACLES,JUMP_FLAT,Jump Flat,hyppytays1.ogg
2107,PACENOTE,OBSTACLES,JUMP_BIND,Jump Tie,hyppysido1.ogg
2108,PACENOTE,OBSTACLES,OVER_JUMP,Over Jump,hypynyli1.ogg
2109,PACENOTE,OBSTACLES,SMALL_CREST,Small Crest,pikkunyppy1.ogg
