id,name,translation,file,sounds,ini
-1,SOUND_INDEX,Sound Index,,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,STANDARD_CALL,Standard Call,,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,STANDARD_CALL,Standard Call,,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,TIGHTENS,Tightens,tightens.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,TIGHTENS,Tightens,tightens.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
-1,TIGHTENS,Tightens,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,TIGHTENS,Tightens,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
-1,TIGHTENSBAD,Double Tightens,tightensbad.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,TIGHTENSBAD,Double Tightens,tightensbad.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
-1,TIGHTENSBAD,Double Tightens,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,TIGHTENSBAD,Double Tightens,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
-1,WIDEOUT,Wide Out,wideout.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,WIDEOUT,Wide Out,wideout.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
0,HAIRPINLEFT,Hairpin Left,hairpin_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
0,HAIRPINLEFT,Hairpin Left,hairpin_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
1,90_LEFT,90 Left,two_left_de.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
1,90_LEFT,90 Left,two_left_de.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
2,KLEFT,K Left,three_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
2,KLEFT,K Left,three_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
3,MEDIUMLEFT,Medium Left,four_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
3,MEDIUMLEFT,Medium Left,four_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
4,FASTLEFT,Fast Left,five_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
4,FASTLEFT,Fast Left,five_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
5,EASYLEFT,Easy Left,six_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
5,EASYLEFT,Easy Left,six_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
6,EASYRIGHT,Easy Right,six_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
6,EASYRIGHT,Easy Right,six_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
7,FASTRIGHT,Fast Right,five_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
7,FASTRIGHT,Fast Right,five_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
8,MEDIUMRIGHT,Medium Right,four_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
8,MEDIUMRIGHT,Medium Right,four_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
9,KRIGHT,K Right,three_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
9,KRIGHT,K Right,three_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
10,90_RIGHT,90 Right,two_right_de.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
10,90_RIGHT,90 Right,two_right_de.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
11,HAIRPINRIGHT,Hairpin Right,hairpin_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
11,HAIRPINRIGHT,Hairpin Right,hairpin_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
12,TWISTY,Twisty,twisty.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
12,TWISTY,Twisty,twisty.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
14,NARROWS,Narrows,narrows.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
14,NARROWS,Narrows,narrows.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
15,WIDEOUT,Wide Out,wideout.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
15,WIDEOUT,Wide Out,wideout.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
16,OVERCREST,Over Crest,overcrest.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
16,OVERCREST,Over Crest,overcrest.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
17,FORD,Ford,ford.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
17,FORD,Ford,ford.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
18,CARE,Care,care.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
18,CARE,Care,care.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/cautions/Extended.ini
19,BUMP,Bump,bump.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
19,BUMP,Bump,bump.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
20,JUMP,Jump,jump.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
20,JUMP,Jump,jump.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
22,FINISH,Finish,finish.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
22,FINISH,Finish,finish.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
25,FLATRIGHT,Flat Right,flat_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
25,FLATRIGHT,Flat Right,flat_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
26,FLATLEFT,Flat Left,flat_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
26,FLATLEFT,Flat Left,flat_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
27,BRIDGE,Bridge,bridge.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
27,BRIDGE,Bridge,bridge.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
28,GOSTRAIGHT,Go Straight,gostraight.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
28,GOSTRAIGHT,Go Straight,gostraight.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
29,KEEPRIGHT,Keep Right,keepright.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
29,KEEPRIGHT,Keep Right,keepright.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
30,KEEPLEFT,Keep Left,keepleft.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
30,KEEPLEFT,Keep Left,keepleft.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
31,KEEPMIDDLE,Keep Middle,keepmiddle.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
31,KEEPMIDDLE,Keep Middle,keepmiddle.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
32,CAUTION,Caution,caution.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
32,CAUTION,Caution,caution.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/cautions/Extended.ini
102,TWO_LEFT,1 Left,one_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
102,TWO_LEFT,1 Left,one_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
112,TWO_RIGHT,1 Right,one_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
112,TWO_RIGHT,1 Right,one_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
120,LEFT,Left,left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
120,LEFT,Left,left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
121,RIGHT,Right,right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
121,RIGHT,Right,right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
122,NIU_RIGHT_INTO,,right_into.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
122,NIU_RIGHT_INTO,,right_into.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
123,NIU_LEFT_INTO,,left_into.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
123,NIU_LEFT_INTO,,left_into.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
124,RIGHT_LEFT,Right-Left,right_left.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
124,RIGHT_LEFT,Right-Left,right_left.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
125,LEFT_RIGHT,Left-Right,left_right.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
125,LEFT_RIGHT,Left-Right,left_right.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
126,RIGHT_AROUND,Right Around,right_around.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
126,RIGHT_AROUND,Right Around,right_around.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
127,LEFT_AROUND,Left Around,left_around.ogg,1,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini
127,LEFT_AROUND,Left Around,left_around.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Descriptive.ini/corners/Descriptive.ini
149,10,10,10_1.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_2.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_3.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_4.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_1.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_2.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_3.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
149,10,10,10_4.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_1.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_2.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_3.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_4.ogg,4,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_1.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_2.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_3.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
150,20,20,20_4.ogg,4,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
200,OVER_BRIDGE,Over Bridge,over_bridge.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
200,OVER_BRIDGE,Over Bridge,over_bridge.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
201,NIU_OVER_RAILS,Raiteet (NIU),over_rails.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
201,NIU_OVER_RAILS,Raiteet (NIU),over_rails.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
202,NIU_OVER_RAILWAY,Raiteet (NIU),over_railway.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
202,NIU_OVER_RAILWAY,Raiteet (NIU),over_railway.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/obstacles/Extended.ini
211,NIU_DEEPCUT,Ahne (NIU),deepcut.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
211,NIU_DEEPCUT,Ahne (NIU),deepcut.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
212,FULLCUT,Full Cut,fullcut.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
212,FULLCUT,Full Cut,fullcut.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
213,NA_KEEP_CENTRE,Keskeltä (N/A),keskelta.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
213,NA_KEEP_CENTRE,Keskeltä (N/A),keskelta.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
215,GO_FULL,Go,go_full.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini
215,GO_FULL,Go,go_full.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/driving/Extended.ini
216,FLATOUT,Flat,flatout.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
216,FLATOUT,Flat,flatout.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
217,BRAKE,Brake,brake.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
217,BRAKE,Brake,brake.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/cautions/Extended.ini
218,LIGHT_CUT,Small Cut,light_cut.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
218,LIGHT_CUT,Small Cut,light_cut.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
219,HANDBRAKE,Handbrake,handbrake.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini
219,HANDBRAKE,Handbrake,handbrake.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/driving/Extended.ini
220,KEEP_IN,Keep In,keep_in.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
220,KEEP_IN,Keep In,keep_in.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
221,KEEP_OUT,Keep Out,keep_out.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
221,KEEP_OUT,Keep Out,keep_out.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
223,CLIP,Clip,clip.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
223,CLIP,Clip,clip.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
230,MINUS,Minus,minus.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
230,MINUS,Minus,minus.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
231,NA_MINUSMINUS,Miius Minus (N/A),minusminus.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
231,NA_MINUSMINUS,Miius Minus (N/A),minusminus.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
232,PLUS,Plus,plus.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
232,PLUS,Plus,plus.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
233,NA_PLUSPLUS,Plus Plus (N/A),plusplus.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
233,NA_PLUSPLUS,Plus Plus (N/A),plusplus.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
234,EARLY,Early,early.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
234,EARLY,Early,early.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
235,LATE,Late,late.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
235,LATE,Late,late.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
236,EASY,Easy,easy.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
236,EASY,Easy,easy.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
237,NA_MUCH,Much (N/A),much.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
237,NA_MUCH,Much (N/A),much.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
238,NA_MANY,Many (N/A),many.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
238,NA_MANY,Many (N/A),many.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
239,NA_VERY,Very (N/A),very.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
239,NA_VERY,Very (N/A),very.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
240,HARD,Hard,hard.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
240,HARD,Hard,hard.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
241,FAST,Fast,fast.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
241,FAST,Fast,fast.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
242,SLOW,Slow,slow.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
242,SLOW,Slow,slow.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/additional/Extended.ini
243,NA_EXACT,Exact (N/A),exact.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
243,NA_EXACT,Exact (N/A),exact.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
243,NIU_EXACT,Precise (NIU),exact.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
