id,type,category,name,translation
17,PACENOTE,OBSTACLES,FORD,Ford
18,PACENOTE,CAUTIONS,CARE,Care
19,PACENOTE,OBSTACLES,BUMP,Bump
20,PACENOTE,OBSTACLES,JUMP,Jump
22,PACENOTE,LINKS,FINISH,Finish
25,PACENOTE,CORNERS,FLATRIGHT,Flat Right
26,PACENOTE,CORNERS,FLATLEFT,Flat Left
27,PACENOTE,OBSTACLES,BRIDGE,Bridge
28,PACENOTE,LINE,GOSTRAIGHT,Go Straight
29,PACENOTE,LINE,KEEPRIGHT,Keep Right
30,PACENOTE,LINE,KEEPLEFT,Keep Left
31,PACENOTE,LINE,KEEPMIDDLE,Keep Middle
32,PACENOTE,CAUTIONS,CAUTION,Caution
102,PACENOTE,CORNERS,TWO_LEFT,1 Left
112,PACENOTE,CORNERS,TWO_RIGHT,1 Right
120,PACENOTE,CORNERS,LEFT,Left
121,PACENOTE,CORNERS,RIGHT,Right
122,PACENOTE,CORNERS,NIU_RIGHT_INTO,
123,PACENOTE,CORNERS,NIU_LEFT_INTO,
124,PACENOTE,CORNERS,RIGHT_LEFT,Right-Left
125,PACENOTE,CORNERS,LEFT_RIGHT,Left-Right
126,PACENOTE,CORNERS,RIGHT_AROUND,Right Around
127,PACENOTE,CORNERS,LEFT_AROUND,Left Around
149,PACENOTE,LINKS,10,10
150,PACENOTE,LINKS,20,20
200,PACENOTE,OBSTACLES,OVER_BRIDGE,Over Bridge
201,PACENOTE,OBSTACLES,NIU_OVER_RAILS,Raiteet (NIU)
202,PACENOTE,OBSTACLES,NIU_OVER_RAILWAY,Raiteet (NIU)
211,PACENOTE,LINE,NIU_DEEPCUT,Ahne (NIU)
212,PACENOTE,LINE,FULLCUT,Full Cut
213,PACENOTE,LINE,NA_KEEP_CENTRE,Keskeltä (N/A)
215,PACENOTE,DRIVING,GO_FULL,Go
216,PACENOTE,ADDITIONAL,FLATOUT,Flat
217,PACENOTE,CAUTIONS,BRAKE,Brake
218,PACENOTE,LINE,LIGHT_CUT,Small Cut
219,PACENOTE,DRIVING,HANDBRAKE,Handbrake
220,PACENOTE,LINE,KEEP_IN,Keep In
221,PACENOTE,LINE,KEEP_OUT,Keep Out
223,PACENOTE,LINE,CLIP,Clip
230,PACENOTE,ADDITIONAL,MINUS,Minus
231,PACENOTE,ADDITIONAL,NA_MINUSMINUS,Miius Minus (N/A)
232,PACENOTE,ADDITIONAL,PLUS,Plus
233,PACENOTE,ADDITIONAL,NA_PLUSPLUS,Plus Plus (N/A)
234,PACENOTE,LINE,EARLY,Early
235,PACENOTE,LINE,LATE,Late
236,PACENOTE,ADDITIONAL,EASY,Easy
237,PACENOTE,ADJECTIVES,NA_MUCH,Much (N/A)
238,PACENOTE,ADJECTIVES,NA_MANY,Many (N/A)
239,PACENOTE,ADJECTIVES,NA_VERY,Very (N/A)
240,PACENOTE,ADDITIONAL,HARD,Hard
241,PACENOTE,ADDITIONAL,FAST,Fast
242,PACENOTE,ADDITIONAL,SLOW,Slow
243,PACENOTE,ADJECTIVES,NA_EXACT,Exact (N/A)
243,PACENOTE,CAUTIONS,NIU_EXACT,Precise (NIU)
244,PACENOTE,DRIVING,SLOWING,Slowing
245,PACENOTE,ADJECTIVES,NA_DIRECTLY,Directly (N/A)
246,PACENOTE,ADJECTIVES,NA_LIGHT,Light (N/A)
247,PACENOTE,ADJECTIVES,NA_BIG,Big (N/A)
248,PACENOTE,ADJECTIVES,NA_SMALL,Small (N/A)
249,PACENOTE,ADDITIONAL,SHARP,Sharp
250,PACENOTE,ADDITIONAL,ROUND,Round
251,PACENOTE,ADDITIONAL,TIGHT,Tight
252,PACENOTE,ADJECTIVES,NA_SLIGHT,Slight (N/A)
253,PACENOTE,ADJECTIVES,NA_GOOD,Good (N/A)
254,PACENOTE,ADDITIONAL,BAD,Bad
255,PACENOTE,ADDITIONAL,NARROW,Narrow
256,PACENOTE,ADDITIONAL,WIDE,Wide
257,PACENOTE,ADJECTIVES,NA_STRAIGHT,Straight (N/A)
260,PACENOTE,ADDITIONAL,UPHILL,Up
261,PACENOTE,ADDITIONAL,DOWNHILL,Down
263,PACENOTE,ADDITIONAL,NIU_LONGLONG,Very Long (NIU)
264,PACENOTE,ADDITIONAL,SHORT,Short
265,PACENOTE,ADDITIONAL,NA_SHORTSHORT,Short Short (N/A)
266,PACENOTE,LINE,NA_GONARROW,Go Narrow (N/A)
267,PACENOTE,LINE,GOWIDE,Go Wide
268,PACENOTE,CAUTIONS,SLIPPERY,Slippery
270,PACENOTE,DRIVING,NA_UNDERSTEER,Understeer (N/A)
271,PACENOTE,DRIVING,SIDEWAYS,Rotate
272,PACENOTE,LINE,HOOK,Hook
273,PACENOTE,DRIVING,NA_DRAWS_IN,Draws In (N/A)
274,PACENOTE,ADDITIONAL,VERY_LONG,Very Long
275,PACENOTE,ADDITIONAL,NA_VERY_SHORT,Very Short (N/A)
277,PACENOTE,CAUTIONS,NIU_SLIPPY,Slippy (NIU)
291,PACENOTE,SURFACE,DIRTY,Shit
292,PACENOTE,OBSTACLES,NIU_BUMPY,Bumps (NIU)
293,PACENOTE,ADDITIONAL,CRAMPED,Cramped
294,PACENOTE,ADJECTIVES,NA_POSITIVE,Positive (N/A)
295,PACENOTE,ADJECTIVES,NA_NEGATIVE,Negative (N/A)
298,PACENOTE,ADJECTIVES,OPENS,Opens
299,PACENOTE,CAUTIONS,FAKES,Deceptive
300,PACENOTE,OBSTACLES,BUMPS,Bumps
301,PACENOTE,ADDITIONAL,HIDDEN,Unseen
302,PACENOTE,ADDITIONAL,NIU_BLIND,Unseen (NIU)
303,PACENOTE,CAUTIONS,DOUBLE_CAUTION,Double Caution
304,PACENOTE,CAUTIONS,NA_TRIPLE_CAUTION,Triple Caution (N/A)
320,PACENOTE,SURFACE,GRAVEL,Gravel
321,PACENOTE,SURFACE,TARMAC,Tarmac
322,PACENOTE,SURFACE,CONCRETE,Concrete
323,PACENOTE,SURFACE,COBBLES,Cobbles
324,PACENOTE,SURFACE,NA_GRIT,Grit (N/A)
325,PACENOTE,SURFACE,SNOW,Snow
326,PACENOTE,SURFACE,NA_ONSPLIT,On Split (N/A)
327,PACENOTE,SURFACE,ICY,Icy
328,PACENOTE,SURFACE,NA_RUBBLE,Rubble (N/A)
329,PACENOTE,SURFACE,NIU_ICE,Icy (NIU)
330,PACENOTE,SURFACE,NA_LOOSE_GRAVEL,Loose Gravel (N/A)
340,PACENOTE,OBSTACLES,CREST,Crest
342,PACENOTE,ADDITIONAL,CAMBER,Camber
343,PACENOTE,ADDITIONAL,NIU_REVERSE_CAMBER,Bad Camber (NIU)
344,PACENOTE,OBSTACLES,HOLE,Hole
345,PACENOTE,OBSTACLES,RUTS,Ruts
346,PACENOTE,OBSTACLES,DEEPRUTS,Deep Ruts
347,PACENOTE,CAUTIONS,NA_BORDER,Border (N/A)
348,PACENOTE,CAUTIONS,NA_EDGE,Edge (N/A)
349,PACENOTE,CAUTIONS,NA_CURB,Curb (N/A)
350,PACENOTE,CAUTIONS,NA_DITCH,Ditch (N/A)
351,PACENOTE,ADDITIONAL,JUNCTION,Junction
353,PACENOTE,ADDITIONAL,TURN,Turn
354,PACENOTE,OBSTACLES,NIU_STEEP_DROP,Drops (NIU)
355,PACENOTE,ADDITIONAL,BADCAMBER,Bad Camber
356,PACENOTE,CAUTIONS,NA_SHOULDER,Shoulder (N/A)
357,PACENOTE,CAUTIONS,NA_STEEP_HILL,Steep Hill (N/A)
358,PACENOTE,CAUTIONS,NA_STEEP_INCLINE,Steep Incline (N/A)
359,PACENOTE,CAUTIONS,NA_STEEP_SLOPE,Steep Slope (N/A)
361,PACENOTE,OBSTACLES,DIP,Dip
362,PACENOTE,OBSTACLES,DROPS,Drops
367,PACENOTE,ADDITIONAL,NIU_NEGATIVE_CAMBER,Bad Camber (NIU)
368,PACENOTE,ADDITIONAL,NIU_POSITIVE_CAMBER,Camber (NIU)
369,PACENOTE,OBSTACLES,NIU_COMPRESSION,Dip (NIU)
370,PACENOTE,CONSTRUCTION,NA_FENCE,Fence (N/A)
371,PACENOTE,CONSTRUCTION,NA_WALL,Wall (N/A)
372,PACENOTE,CONSTRUCTION,NA_HOUSE,House (N/A)
373,PACENOTE,OBSTACLES,NA_TREE,Tree (N/A)
374,PACENOTE,OBSTACLES,NA_STUMP,Stump (N/A)
375,PACENOTE,CONSTRUCTION,NA_MAST,Mast (N/A)
376,PACENOTE,CONSTRUCTION,NIU_POST,Post (NIU)
377,PACENOTE,CONSTRUCTION,NA_ISLAND,Island (N/A)
378,PACENOTE,CORNERS,CHICANE,Chicane
379,PACENOTE,OBSTACLES,NA_STONE,Stone (N/A)
380,PACENOTE,OBSTACLES,NA_ROCK,Rock (N/A)
381,PACENOTE,OBSTACLES,TUNNEL,Tunnel
382,PACENOTE,CONSTRUCTION,NA_ROAD,Road (N/A)
384,PACENOTE,OBSTACLES,RAILS,Rails
385,PACENOTE,OBSTACLES,NA_SIGN,Sign (N/A)
386,PACENOTE,OBSTACLES,NA_BUSH,Bush (N/A)
387,PACENOTE,CONSTRUCTION,NA_PATH,Path (N/A)
388,PACENOTE,OBSTACLES,NIU_WATER,Water (NIU)
389,PACENOTE,OBSTACLES,NIU_PUDDLE,Water (NIU)
390,PACENOTE,OBSTACLES,NA_NETTING,Netting (N/A)
391,PACENOTE,OBSTACLES,NA_TAPE,Tape (N/A)
392,PACENOTE,CORNERS,LEFT_ENTRY_CHICANE,Chicane Left Entry
393,PACENOTE,CORNERS,RIGHT_ENTRY_CHICANE,Chicane Right Entry
394,PACENOTE,OBSTACLES,NA_TYRES,Tyres (N/A)
395,PACENOTE,OBSTACLES,NA_SPECTATORS,Spectators (N/A)
396,PACENOTE,OBSTACLES,NA_MARSHALLS,Marshalls (N/A)
397,PACENOTE,OBSTACLES,NA_BARRELS,Barrels (N/A)
399,PACENOTE,CONSTRUCTION,NA_ROUNDABOUT,Roundabout (N/A)
400,PACENOTE,PREPOSITIONS,NA_THROUGH,Through (N/A)
401,PACENOTE,PREPOSITIONS,NA_AFTER,After (N/A)
402,PACENOTE,PREPOSITIONS,NA_NEAR,Near (N/A)
403,PACENOTE,PREPOSITIONS,NA_ON,On (N/A)
404,PACENOTE,PREPOSITIONS,NA_UNTIL,Until (N/A)
405,PACENOTE,PREPOSITIONS,NA_AT,At (N/A)
406,PACENOTE,PREPOSITIONS,NA_BEFORE,Before (N/A)
407,PACENOTE,PREPOSITIONS,NA_OVER,Over (N/A)
408,PACENOTE,ADDITIONAL,NIU_IN,In (NIU)
409,PACENOTE,PREPOSITIONS,NA_BEHIND,Behind (N/A)
410,PACENOTE,PREPOSITIONS,NA_FOR,For (N/A)
411,PACENOTE,ADDITIONAL,INSIDE,In
412,PACENOTE,ADDITIONAL,OUTSIDE,Out
413,PACENOTE,PREPOSITIONS,NA_THEN,Then (N/A)
414,PACENOTE,PREPOSITIONS,NA_OFF,Off (N/A)
430,PACENOTE,LINKS,DONE,Done
431,PACENOTE,DRIVING,STOP,Stop
432,PACENOTE,LINE,LINE_NOTE,Line
435,PACENOTE,LINKS,NEXT_LAP,Onto Next Lap
436,PACENOTE,LINKS,TAKE_EXIT,Onto Finish
443,PACENOTE,CONSTRUCTION,NA_WOODEN_FENCE,Wooden Fence (N/A)
540,PACENOTE,SURFACE,ONTO_GRAVEL,Onto Gravel
541,PACENOTE,SURFACE,ONTO_TARMAC,Onto Tarmac
542,PACENOTE,SURFACE,ONTO_CONCRETE,Onto Concrete
543,PACENOTE,SURFACE,ONTO_COBBLES,Onto Cobbles
544,PACENOTE,SURFACE,NA_ONTO_GRIT,Onto Grit (N/A)
545,PACENOTE,SURFACE,ONTO_SNOW,Onto Snow
549,PACENOTE,LINE,NIU_HOLD,Hold (NIU)
550,PACENOTE,DRIVING,NA_TAKE_SPEED,Take Speed (N/A)
551,PACENOTE,DRIVING,L_FOOT_BRAKING,Dab
555,PACENOTE,LINE,NA_TO_SIGHT_DISTANCE,To Sight Distance (N/A)
556,PACENOTE,LINKS,SPLIT_TIME,Split Time
557,PACENOTE,PREPOSITIONS,ENTRY,At Entry
2001,PACENOTE,ADJECTIVES,TIGHTENSTOSIX,Tightens 6
2002,PACENOTE,ADJECTIVES,TIGHTENSTOFIVE,Tightens 5
2003,PACENOTE,ADJECTIVES,TIGHTENSTOFOUR,Tightens 4
2004,PACENOTE,ADJECTIVES,TIGHTENSTOTHREE,Tightens 3
2005,PACENOTE,ADJECTIVES,TIGHTENSTOTWO,Tightens 2
2006,PACENOTE,ADJECTIVES,TIGHTENSTOONE,Tightens 1
2007,PACENOTE,ADJECTIVES,TIGHTENSTOHP,Tightens Hairpin
2008,PACENOTE,ADJECTIVES,TOSIX,_6
2009,PACENOTE,ADJECTIVES,TOFIVE,_5
2010,PACENOTE,ADJECTIVES,TOFOUR,_4
2011,PACENOTE,ADJECTIVES,TOTHREE,_3
2012,PACENOTE,ADJECTIVES,TOTWO,_2
2013,PACENOTE,ADJECTIVES,TOONE,_1
2014,PACENOTE,ADJECTIVES,TOHP,_Hairpin
2015,PACENOTE,ADJECTIVES,TIGHTENSLATE,Tightens Late
2016,PACENOTE,LINE,DONTCUTEARLY,Don't Early
2017,PACENOTE,LINE,DONTCUTLATE,Don't Late
2018,PACENOTE,ADJECTIVES,OPENSTIGHTENS,Opens Tightens
2019,PACENOTE,ADJECTIVES,TIGHTENSOPENS,Tightens Opens
2020,PACENOTE,LINE,NIU_HANG,
2021,PACENOTE,CAUTIONS,CAREIN,Care In
2022,PACENOTE,CAUTIONS,CAREOUT,Care Out
2023,PACENOTE,LINE,NIU_HAE,Hae (NIU)
2024,PACENOTE,OBSTACLES,TODIP,To Dip
2025,PACENOTE,LINKS,NIU_JATKUU,And (NIU)
2026,PACENOTE,CORNERS,FLAT_SCALE,Flat
2027,PACENOTE,ADJECTIVES,TIGHTENSTOACUTE,Tightens Acute
2028,PACENOTE,ADJECTIVES,TOACUTE,_Acute
2029,PACENOTE,OBSTACLES,CONTINUESOVERCREST,Continues Over Crest
2030,PACENOTE,LINKS,IMMEDIATE,Immediate
2031,PACENOTE,ADJECTIVES,NIPS,Nips
2032,PACENOTE,ADJECTIVES,OPENSLITTLE,Opens A Bit
2033,PACENOTE,ADJECTIVES,OPENSLONG,Opens Long
2034,PACENOTE,ADJECTIVES,OPENSVERYLONG,Opens Very Long
2035,PACENOTE,ADJECTIVES,OPENSEARLY,Opens Early
2036,PACENOTE,ADJECTIVES,OPENSATJUNCTION,Opens At Junction
2037,PACENOTE,ADJECTIVES,OPENSOVERCREST,Opens Over Crest
2038,PACENOTE,ADDITIONAL,SCALEPLUS,Scale Plus
2039,PACENOTE,ADDITIONAL,SCALEMINUS,Scale Minus
2040,PACENOTE,CORNERS,ACUTE_LEFT,Acute Left
2041,PACENOTE,CORNERS,ACUTE_RIGHT,Acute Right
2042,PACENOTE,ADJECTIVES,TIGHTENSEARLY,Tightens Early
2043,PACENOTE,ADJECTIVES,TIGHTENSLITTLE,Tightens A Bit
2044,PACENOTE,ADJECTIVES,TIGHTENSLONG,Tightens Long
2045,PACENOTE,ADJECTIVES,TIGHTENSVERYLONG,Tightens Very Long
2046,PACENOTE,ADJECTIVES,TIGHTENSATJUNCTION,Tightens At Junction
2047,PACENOTE,ADJECTIVES,TIGHTENSOVERCREST,Tightens Over Crest
2048,PACENOTE,DRIVING,WALK,Walk
2049,PACENOTE,DRIVING,NEAT,Neat
2050,PACENOTE,CORNERS,FLATRIGHTMINUS,6 Right+
2051,PACENOTE,CORNERS,QUICKRIGHT,5 Right+
2052,PACENOTE,CORNERS,EMRIGHT,4 Right+
2053,PACENOTE,CORNERS,PLUSRIGHT,3 Right+
2054,PACENOTE,CORNERS,MINUSRIGHT,1 Right+
2055,PACENOTE,CORNERS,VERYSLOWRIGHT,Hairpin Right+
2056,PACENOTE,CORNERS,FLATLEFTMINUS,6 Left+
2057,PACENOTE,CORNERS,QUICKLEFT,5 Left+
2058,PACENOTE,CORNERS,EMLEFT,4 Left+
2059,PACENOTE,CORNERS,PLUSLEFT,3 Left+
2060,PACENOTE,CORNERS,MINUSLEFT,1 Left+
2061,PACENOTE,CORNERS,VERYSLOWLEFT,Hairpin Left+
2062,PACENOTE,ADJECTIVES,TIGHTENSTOFLATMINUS,Tightens 6+
2063,PACENOTE,ADJECTIVES,TIGHTENSTOQUICK,Tightens 5+
2064,PACENOTE,ADJECTIVES,TIGHTENSTOEM,Tightens 4+
2065,PACENOTE,ADJECTIVES,TIGHTENSTOPLUS,Tightens 3+
2066,PACENOTE,ADJECTIVES,TIGHTENSTOMINUS,Tightens 1+
2067,PACENOTE,ADJECTIVES,TIGHTENSTOVERYSLOW,Tightens Hairpin+
2068,PACENOTE,ADJECTIVES,TOFLATMINUS,_6+
2069,PACENOTE,ADJECTIVES,TOQUICK,_5+
2070,PACENOTE,ADJECTIVES,TOEM,_4+
2071,PACENOTE,ADJECTIVES,TOPLUS,_3+
2072,PACENOTE,ADJECTIVES,TOMINUS,_1+
2073,PACENOTE,ADJECTIVES,TOVERYSLOW,_Hairpin+
2074,PACENOTE,CORNERS,FLATMINUS_SCALE,6+
2075,PACENOTE,CORNERS,EASY_SCALE,6
2076,PACENOTE,CORNERS,QUICK_SCALE,5+
2077,PACENOTE,CORNERS,FAST_SCALE,5
2078,PACENOTE,CORNERS,EM_SCALE,4+
2079,PACENOTE,CORNERS,PLUS_SCALE,3+
2080,PACENOTE,CORNERS,K_SCALE,3
2081,PACENOTE,CORNERS,SQUARE_SCALE,2
2082,PACENOTE,CORNERS,MINUS_SCALE,1+
2083,PACENOTE,CORNERS,SLOW_SCALE,1
2084,PACENOTE,CORNERS,VERYSLOW_SCALE,Hairpin+
2085,PACENOTE,ADDITIONAL,REMEMBER,Remember
2086,PACENOTE,ADDITIONAL,PATIENT,Patient
2087,PACENOTE,OBSTACLES,SMALL_JUMP,Small Jump
2088,PACENOTE,OBSTACLES,OVER_BIG_JUMP,Over Big Jump
2089,PACENOTE,OBSTACLES,CONTINUESOVERSMALLCREST,Continues Over Small Crest
2090,PACENOTE,OBSTACLES,LONGCREST,Long Crest
2091,PACENOTE,OBSTACLES,RUT,Rut
2092,PACENOTE,OBSTACLES,TO_BUMP,(Jump) To Bump
2093,PACENOTE,LINE,TWISTY_FROMLEFT,Twisty From Left
2094,PACENOTE,LINE,TWISTY_FROMRIGHT,Twisty From Right
2095,PACENOTE,LINE,DONTBLOCK,Post
2096,PACENOTE,LINE,GRIP_MIDDLE,Grip Middle
2097,PACENOTE,LINE,GRIP_IN,Grip In
2098,PACENOTE,LINE,GRIP_OUT,Grip Out
2099,PACENOTE,LINE,GO_ROUND,Go Round
2100,PACENOTE,LINE,FROM_LEFT,From Left
2101,PACENOTE,LINE,FROM_RIGHT,From Right
2102,PACENOTE,ADDITIONAL,DOUBLE,Double
2103,PACENOTE,ADDITIONAL,HALF_LONG,Halflong
2104,PACENOTE,ADJECTIVES,NIU_LOIVA_ALKU,Late (NIU)
2105,PACENOTE,LINKS,TO_FINISH,To Finish
2106,PACENOTE,OBSTACLES,FLAT_JUMP,Flat Jump
2107,PACENOTE,OBSTACLES,JUMP_DAB,Jump Dab
2108,PACENOTE,OBSTACLES,OVER_JUMP,Over Jump
2109,PACENOTE,OBSTACLES,SMALL_CREST,Small Crest
2110,PACENOTE,LINKS,DIST21,21
2111,PACENOTE,LINKS,DIST31,31
2112,PACENOTE,LINKS,DIST41,41
2113,PACENOTE,LINKS,DIST51,51
2114,PACENOTE,LINKS,DIST61,61
2115,PACENOTE,LINKS,DIST71,71
2116,PACENOTE,LINKS,DIST81,81
2117,PACENOTE,LINKS,DIST101,101
2118,PACENOTE,LINKS,DIST121,121
2119,PACENOTE,LINKS,DIST141,141
2120,PACENOTE,LINKS,DIST151,151
2121,PACENOTE,LINKS,DIST161,161
2122,PACENOTE,LINKS,DIST181,181
2123,PACENOTE,LINKS,DIST201,201
2124,PACENOTE,LINKS,DIST251,251
2125,PACENOTE,LINKS,DIST301,301
2126,PACENOTE,LINKS,DIST351,351
2127,PACENOTE,LINKS,DIST401,401
2128,PACENOTE,LINKS,DIST451,451
2129,PACENOTE,LINKS,DIST501,501
2130,PACENOTE,LINKS,DIST601,601
2131,PACENOTE,LINKS,DIST701,701
2132,PACENOTE,LINKS,DIST801,801
2133,PACENOTE,LINKS,DIST901,901
2134,PACENOTE,LINKS,DIST1001,1001
2135,PACENOTE,CONSTRUCTION,BALE_IN,Bale In
2136,PACENOTE,CONSTRUCTION,BALE_OUT,Bale Out
2137,PACENOTE,CONSTRUCTION,TIRES_IN,Tires In
2138,PACENOTE,CONSTRUCTION,TIRES_OUT,Tires Out
2139,PACENOTE,CONSTRUCTION,ROCK_IN,Stone In
2140,PACENOTE,CONSTRUCTION,ROCK_OUT,Stone Out
2141,PACENOTE,CONSTRUCTION,FENCE_IN,Fence In
2142,PACENOTE,CONSTRUCTION,FENCE_OUT,Fence Out
2143,PACENOTE,CONSTRUCTION,TREE_IN,Tree In
2144,PACENOTE,CONSTRUCTION,TREE_OUT,Tree Out
2145,PACENOTE,CONSTRUCTION,DITCH_IN,Ditch In
2146,PACENOTE,CONSTRUCTION,DITCH_OUT,Ditch Out
2147,PACENOTE,CONSTRUCTION,DROP_IN,Drop In
2148,PACENOTE,CONSTRUCTION,DROP_OUT,Drop Out
2149,PACENOTE,CONSTRUCTION,HOUSE_IN,House In
2150,PACENOTE,CONSTRUCTION,HOUSE_OUT,House Out
2151,PACENOTE,CONSTRUCTION,NIU_BARRIER_IN,Fence In (NIU)
2152,PACENOTE,CONSTRUCTION,NIU_BARRIER_OUT,Fence Out (NIU)
2153,PACENOTE,CONSTRUCTION,SIGN_IN,Sign In
2154,PACENOTE,CONSTRUCTION,SIGN_OUT,Sign Out
2155,PACENOTE,CONSTRUCTION,POST_IN,Post In
2156,PACENOTE,CONSTRUCTION,POST_OUT,Post Out
2157,PACENOTE,CONSTRUCTION,LOG_IN,Log In
2158,PACENOTE,CONSTRUCTION,LOG_OUT,Log Out
2159,PACENOTE,LINE,CUT_THROUGH,Cut Through
2160,PACENOTE,PREPOSITIONS,AT_TREE,At Tree
2161,PACENOTE,PREPOSITIONS,AT_TREES,At Trees
2162,PACENOTE,PREPOSITIONS,AT_BALE,At Bale
2163,PACENOTE,PREPOSITIONS,AT_ROCK,At Rock
2164,PACENOTE,PREPOSITIONS,AT_GUARDRAIL,At Guardrail
2165,PACENOTE,PREPOSITIONS,AT_BANNER,At Banner
2166,PACENOTE,PREPOSITIONS,AT_TAPE,At Tape
2167,PACENOTE,PREPOSITIONS,AT_FENCE,At Fence
2168,PACENOTE,PREPOSITIONS,AT_FLAG,At Flag
2169,PACENOTE,PREPOSITIONS,AT_HOUSE,At House
2170,PACENOTE,PREPOSITIONS,AT_SIGN,At Sign
2171,PACENOTE,PREPOSITIONS,AT_POST,At Post
2172,PACENOTE,PREPOSITIONS,AT_JUNCTION,At Junction
2173,PACENOTE,PREPOSITIONS,AT_CREST,At Crest
2174,PACENOTE,PREPOSITIONS,AT_GATE,At Gate
2175,PACENOTE,PREPOSITIONS,AT_BRIDGE,At Bridge
2176,PACENOTE,CAUTIONS,BRAKE_INTO,Brake Into
2177,PACENOTE,CAUTIONS,BRAKE_AND,Brake And
2178,PACENOTE,CAUTIONS,BRAKE_20,Brake 20
2179,PACENOTE,CAUTIONS,BRAKE_30,Brake 30
2180,PACENOTE,CAUTIONS,BRAKE_40,Brake 40
2181,PACENOTE,CAUTIONS,BRAKE_50,Brake 50
2182,PACENOTE,CAUTIONS,SLIPPY_BRAKING,Slippy Braking
2183,PACENOTE,CAUTIONS,SLIPPY_ENTRY,Slippy Entry
2184,PACENOTE,CAUTIONS,SLIPPY_EXIT,Slippy Exit
2185,PACENOTE,ADDITIONAL,SUMPPU,Sumppu
2186,PACENOTE,ADDITIONAL,WIDENS,Widens
2187,PACENOTE,ADJECTIVES,TIGHTENSSUMPPU,Tightens Sumppu
2188,PACENOTE,OBSTACLES,JUMP_MAYBE,Jump Maybe
2189,PACENOTE,OBSTACLES,OVER_SMALL_JUMP,Over Small Jump
2190,PACENOTE,OBSTACLES,OVER_JUMP_DAB,Over Jump Dab
2191,PACENOTE,OBSTACLES,OVERSMALLCREST,Over Small Crest
2192,PACENOTE,OBSTACLES,OVERLONGCREST,Over Long Crest
2193,PACENOTE,OBSTACLES,OVERTWOCRESTS,Over Two Crests
2194,PACENOTE,OBSTACLES,OVERTHREECRESTS,Over Three Crests
2195,PACENOTE,OBSTACLES,DOUBLECREST,Double Crest
2196,PACENOTE,OBSTACLES,DOUBLE_JUMP,Double Jump
2197,PACENOTE,LINE,ONTO_STRAIGHT,Onto Straight
