id,type,category,name,translation,file,sounds,error,ini,file_src_dir,translation-new
-1,RANGE,EXTENDED,700,,700.ogg,3,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini,assets/bollinger_sounds,siebenhundert
-1,RANGE,EXTENDED,80,,80.ogg,3,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini,assets/bollinger_sounds,achtzig
-1,RANGE,EXTENDED,800,,800.ogg,3,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini,assets/bollinger_sounds,achthundert
-1,RANGE,EXTENDED,900,,900.ogg,3,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini,assets/bollinger_sounds,neunhundert
-1,PACENOTE,LINKS,AND,Und,and.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,Und
-1,PACENOTE,LINKS,CALLOUT_ADJUST,Callout Adjust,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,LINKS,CALLOUT_DISTANCE,Callout Distance,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,LINKS,CALLOUT_TIME,Callout Time,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,CAUTIONS,CAUTION_WATER,Vorsicht Wasser,caution_water.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Achtung Wasser
-1,PACENOTE,MODIFIER,CUT,Schneiden,cut.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Schneiden
-1,PACENOTE,LINKS,DISTANCE_CALL,Distance Call,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,MODIFIER,DONTCUT,Nicht Schneiden,dontcut.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Nicht Schneiden
-1,PACENOTE,LINKS,EMPTY_CALL,Empty Call,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,LINKS,INTO,Hinein,into.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,In
-1,PACENOTE,MODIFIER,LONG,Lang,long.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Lang
-1,PACENOTE,MODIFIER,MAYBE,Vielleicht,maybe.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Vielleicht
-1,PACENOTE,MODIFIER,NARROWS,Verengung (Straße),narrows.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Verengt
-1,PACENOTE,LINKS,ONTO,Hinein,onto.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,Auf
-1,PACENOTE,LINKS,PLACE_HOLDER,Placeholder,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,MODIFIER,SOUND_FILE,Sound File,,0,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,LINKS,SOUND_INDEX,Sound Index,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,MODIFIER,STANDARD_CALL,Standard Call,,0,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/Jannemod V3 - Public test_v1.1/English/English Numeric A/Plugins/Pacenote/sounds/Janne Laahanen EnNu A,
-1,PACENOTE,MODIFIER,TIGHTENS,Verengung,tightens.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Zieht Zu
-1,PACENOTE,MODIFIER,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Zieht Stark Zu
-1,PACENOTE,MODIFIER,WIDEOUT,Verbreiterung,wideout.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini,assets/bollinger_sounds,Macht Auf
0,PACENOTE,CORNERS,HAIRPINLEFT,Kehre Links,hairpin_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Kehre Links
1,PACENOTE,CORNERS,90_LEFT,2 Links,two_left_de.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,zwei Links
2,PACENOTE,CORNERS,KLEFT,3 Links,three_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,drei Links
3,PACENOTE,CORNERS,MEDIUMLEFT,4 Links,four_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,vier Links
4,PACENOTE,CORNERS,FASTLEFT,5 Links,five_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,fünf Links
5,PACENOTE,CORNERS,EASYLEFT,6 Links,six_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,sechs Links
6,PACENOTE,CORNERS,EASYRIGHT,6 Rechts,six_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,sechs Rechts
7,PACENOTE,CORNERS,FASTRIGHT,5 Rechts,five_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,fünf Rechts
8,PACENOTE,CORNERS,MEDIUMRIGHT,4 Rechts,four_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,vier Rechts
9,PACENOTE,CORNERS,KRIGHT,3 Rechts,three_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,drei Rechts
10,PACENOTE,CORNERS,90_RIGHT,2 Rechts,two_right_de.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,zwei Rechts
11,PACENOTE,CORNERS,HAIRPINRIGHT,Kehre Rechts,hairpin_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Kehre Rechts
12,PACENOTE,LINE,TWISTY,Kurvenreich,twisty.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Schlenker
14,PACENOTE,ADDITIONAL,NARROWS,Verengung (Straße),narrows.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Verengt
15,PACENOTE,ADDITIONAL,WIDEOUT,Verbreiterung,wideout.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Macht Auf
16,PACENOTE,OBSTACLES,OVERCREST,Über Hügel,overcrest.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Über Kuppe
17,PACENOTE,OBSTACLES,FORD,Furt,ford.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Furt
18,PACENOTE,CAUTIONS,CARE,Vorsicht,care.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Vorsicht
19,PACENOTE,OBSTACLES,BUMP,Unebenheit,bump.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Schlag
20,PACENOTE,OBSTACLES,JUMP,Sprung,jump.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Sprung
22,PACENOTE,LINKS,FINISH,Ziel,finish.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,Ziel
25,PACENOTE,CORNERS,FLATRIGHT,Voll Rechts,flat_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Voll Rechts
26,PACENOTE,CORNERS,FLATLEFT,Voll Links,flat_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Voll Links
27,PACENOTE,OBSTACLES,BRIDGE,Brücke,bridge.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Brücke
28,PACENOTE,LINE,GOSTRAIGHT,Geradeaus,gostraight.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Grade Durch
29,PACENOTE,LINE,KEEPRIGHT,Rechts halten,keepright.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Bleib Rechts
30,PACENOTE,LINE,KEEPLEFT,Links halten,keepleft.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Bleib Links
31,PACENOTE,LINE,KEEPMIDDLE,Mittig halten,keepmiddle.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Bleib Mittig
32,PACENOTE,CAUTIONS,CAUTION,Achtung,caution.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Achtung
102,PACENOTE,CORNERS,TWO_LEFT,1 Links,one_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,eins Links
112,PACENOTE,CORNERS,TWO_RIGHT,1 Rechts,one_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,eins Rechts
120,PACENOTE,CORNERS,LEFT,Links,left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Links
121,PACENOTE,CORNERS,RIGHT,Rechts,right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Rechts
122,PACENOTE,CORNERS,NIU_RIGHT_INTO,,right_into.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Rechts In
123,PACENOTE,CORNERS,NIU_LEFT_INTO,,left_into.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Links In
124,PACENOTE,CORNERS,RIGHT_LEFT,Rechts-Links,right_left.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Rechts Links
125,PACENOTE,CORNERS,LEFT_RIGHT,Links-Rechts,left_right.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Links Rechts
126,PACENOTE,CORNERS,RIGHT_AROUND,Rechts Herum,right_around.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Rechts Herum
127,PACENOTE,CORNERS,LEFT_AROUND,Links Herum,left_around.ogg,3,,pacenotes/Rbr.ini/packages/Descriptive.ini/corners/Descriptive.ini,assets/bollinger_sounds,Links Herum
149,PACENOTE,LINKS,10,10,10.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,zehn
150,PACENOTE,LINKS,20,20,20.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini,assets/bollinger_sounds,zwanzig
200,PACENOTE,OBSTACLES,OVER_BRIDGE,Über Brücke,over_bridge.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Über Brücke
201,PACENOTE,OBSTACLES,NIU_OVER_RAILS,Über Gleis,over_rails.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Schienen
202,PACENOTE,OBSTACLES,NIU_OVER_RAILWAY,Über Schienenstrang,over_railway.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Eisenbahn
211,PACENOTE,LINE,NIU_DEEPCUT,Cut Tief,deepcut.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Stark Schneiden
212,PACENOTE,LINE,FULLCUT,Cut Voll,fullcut.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Stark Schneiden
213,PACENOTE,LINE,NA_KEEP_CENTRE,Keskeltä (N/A),keepmiddle.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,
215,PACENOTE,DRIVING,GO_FULL,Vollgas,go_full.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Vollgas
216,PACENOTE,ADDITIONAL,FLATOUT,Flatout,flatout.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Vollgas
217,PACENOTE,CAUTIONS,BRAKE,Bremsen,brake.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Bremsen
218,PACENOTE,LINE,LIGHT_CUT,Cut Leicht,light_cut.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Leicht Schneiden
219,PACENOTE,DRIVING,HANDBRAKE,Handbremse,handbrake.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Handbremse
220,PACENOTE,LINE,KEEP_IN,Innen bleiben,keep_in.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Bleib Innen
221,PACENOTE,LINE,KEEP_OUT,Aussen bleiben,keep_out.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Bleib Außen
223,PACENOTE,LINE,CLIP,Einhängen,clip.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Knapp Schneiden
230,PACENOTE,ADDITIONAL,MINUS,Minus,minus.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Minus
231,PACENOTE,ADDITIONAL,NA_MINUSMINUS,MinusMinus,minusminus.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Minus Minus
232,PACENOTE,ADDITIONAL,PLUS,Plus,plus.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Plus
233,PACENOTE,ADDITIONAL,NA_PLUSPLUS,PlusPlus,plusplus.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Plus Plus
234,PACENOTE,LINE,EARLY,Früh,early.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Früh
235,PACENOTE,LINE,LATE,Spät,late.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Spät
236,PACENOTE,ADDITIONAL,EASY,Wenig,easy.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Einfach
237,PACENOTE,ADJECTIVES,NA_MUCH,Viel,much.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Stark
238,PACENOTE,ADJECTIVES,NA_MANY,Viele,many.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Viel
239,PACENOTE,ADJECTIVES,NA_VERY,Sehr,very.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,
240,PACENOTE,ADDITIONAL,HARD,Stark,hard.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Hart
241,PACENOTE,ADDITIONAL,FAST,Schnell,fast.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Schnell
242,PACENOTE,ADDITIONAL,SLOW,Langsam,slow.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Langsam
243,PACENOTE,ADJECTIVES,NA_EXACT,Genau,exact.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Exakt
243,PACENOTE,CAUTIONS,NIU_EXACT,Genau,exact.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Präzise
244,PACENOTE,DRIVING,SLOWING,Langsamer,slowing.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Langsamer
245,PACENOTE,ADJECTIVES,NA_DIRECTLY,Sofort,directly.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Direkt
246,PACENOTE,ADJECTIVES,NA_LIGHT,Leicht,light.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Leicht
247,PACENOTE,ADJECTIVES,NA_BIG,Groß,big.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Groß
248,PACENOTE,ADJECTIVES,NA_SMALL,Klein,small.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Klein
249,PACENOTE,ADDITIONAL,SHARP,Spitz,sharp.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Scharf
250,PACENOTE,ADDITIONAL,ROUND,Rund,round.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Rund
251,PACENOTE,ADDITIONAL,TIGHT,Eng,tight.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Eng
252,PACENOTE,ADJECTIVES,NA_SLIGHT,Etwas,slight.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Sanft
253,PACENOTE,ADJECTIVES,NA_GOOD,Gut,good.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Gut
254,PACENOTE,ADDITIONAL,BAD,Schlecht,bad.ogg,4,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Schlecht
255,PACENOTE,ADDITIONAL,NARROW,Eng,narrow.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Schmal
256,PACENOTE,ADDITIONAL,WIDE,Breit,wide.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Breit
257,PACENOTE,ADJECTIVES,NA_STRAIGHT,Gerade,straight.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Schlecht
260,PACENOTE,ADDITIONAL,UPHILL,Bergauf,uphill.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Bergauf
261,PACENOTE,ADDITIONAL,DOWNHILL,Bergab,downhill.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Bergab
263,PACENOTE,ADDITIONAL,NIU_LONGLONG,LangLang,longlong.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Sehr Lang
264,PACENOTE,ADDITIONAL,SHORT,Kurz,short.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Kurz
265,PACENOTE,ADDITIONAL,NA_SHORTSHORT,KurzKurz,shortshort.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Kurz Kurz
266,PACENOTE,LINE,NA_GONARROW,Wird Enger,gonarrow.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Schmal
267,PACENOTE,LINE,GOWIDE,Wird Breiter,gowide.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Weit Fahren
268,PACENOTE,CAUTIONS,SLIPPERY,Schmiert,slippery.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Rutschig
270,PACENOTE,DRIVING,NA_UNDERSTEER,Schiebt,understeer.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Untersteuert
271,PACENOTE,DRIVING,SIDEWAYS,Versetzt,sideways.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Driften
272,PACENOTE,LINE,HOOK,Einhängen,hook.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini,assets/bollinger_sounds,Einhängen
273,PACENOTE,DRIVING,NA_DRAWS_IN,Dreht Ein,draws_in.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/driving/Extended.ini,assets/bollinger_sounds,Zieht Rein
274,PACENOTE,ADDITIONAL,VERY_LONG,Sehr Lang,very_long.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Sehr Lang
275,PACENOTE,ADDITIONAL,NA_VERY_SHORT,Sehr Kurz,very_short.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Sehr Kurz
277,PACENOTE,CAUTIONS,NIU_SLIPPY,Rutschig,slippy.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini,assets/bollinger_sounds,Glatt
291,PACENOTE,SURFACE,DIRTY,Schmutzig,dirty.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini,assets/bollinger_sounds,Verschmutzt
292,PACENOTE,OBSTACLES,NIU_BUMPY,Bucklig,bumpy.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini,assets/bollinger_sounds,Schläge
293,PACENOTE,ADDITIONAL,CRAMPED,Verengt,cramped.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini,assets/bollinger_sounds,Eingeengt
294,PACENOTE,ADJECTIVES,NA_POSITIVE,Positiv,positive.ogg,3,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini,assets/bollinger_sounds,Positiv
